Entities,neg,pos,neu,Count
Grandmother,1,0,2,3
Haim Saban,0,1,0,3
Hank Aaron,1,0,0,3
Harold Hamm,0,0,1,3
Hit Trump,0,0,1,3
Holanda,0,0,3,3
Hossein Hashemi,3,0,0,3
Hura,1,0,0,3
Indianapolis,1,0,1,3
Indo-Pakistan,0,1,0,3
Inga Beale,0,0,1,3
iraní,0,0,1,3
Iván Rodríguez,0,0,1,3
Jack Ma,0,0,1,3
Jacksonville,0,0,3,3
"Jacksonville, Florida",0,0,3,3
jefe de Estado,0,1,2,3
Johannesburg,0,2,1,3
Justice and Development Party,0,0,1,3
Lago resort,0,1,0,3
Larry Page,0,0,3,3
Las Vegas,0,1,2,3
last September,1,2,0,3
Laura Jarrett,1,0,2,3
Lee,0,1,2,3
Levi,0,0,1,3
Lisa Madigan,1,0,0,3
Londres,0,2,1,3
Lt.,1,0,2,3
Maayan,1,0,0,3
Mac Jr.,0,1,0,3
Maeve Reston,1,0,2,3
Malaysian,0,1,0,3
Marie Crandall,1,0,0,3
Marine Gen.,0,2,1,3
Mary,0,1,1,3
Medicare,0,1,1,3
Megan Mullally,0,1,0,3
Michael Jackson,0,0,1,3
Milo Ventimiglia,0,1,1,3
Mississippi,0,1,2,3
Mojtaba Doroodian,0,1,2,3
Nadine Heredia,0,0,1,3
National Archives,2,0,0,3
Negev Desert,1,0,0,3
Nelson Mandela,0,0,3,3
North America Free Trade Agreement,1,0,0,3
إدريس لكريني,1,0,0,3
البرلمان,1,1,0,3
عبد الرحيم العلام,0,0,1,3
عصام الإسلامبولي,1,0,0,3
octubre,2,0,1,3
ORC,0,1,1,3
Palumbos,0,0,1,3
Panama City,1,0,0,3
Parkinson,1,0,1,3
Patrick Gillespie,0,1,1,3
Paula White,0,1,0,3
Pawnee,1,0,0,3
Pearson,1,1,0,3
People's Choice Awards,0,1,0,3
Pham,0,2,1,3
Phil Mudd,1,0,0,3
President John Kennedy,1,0,0,3
Quintana Roo,0,1,0,3
Rahm Emanuel,1,0,2,3
RBI,1,0,0,3
Reno,1,0,0,3
Republican Attorneys General Association,0,1,0,3
Roe,2,0,0,3
Roger Handberg,0,0,1,3
Ross Levitt,0,2,1,3
Sábado,0,1,0,3
Sánchez,0,0,1,3
Sandra Gonzalez,0,2,1,3
secretary general,2,0,1,3
Selma,0,1,0,3
Senate Budget Committee,1,1,0,3
septiembre,1,0,1,3
Shark Tank,0,0,1,3
Sherisse,0,2,1,3
Sierra Club,1,0,0,3
Small Business Administration,0,0,1,3
Sony/ATV,0,0,1,3
Sophie Tatum,1,0,2,3
Studio 54,0,1,0,3
Summers,1,0,0,3
Susan Rice,1,0,0,3
Swiss Confederation,0,1,0,3
Theodore Schleifer,1,1,1,3
Thomas Cook,3,0,0,3
Thomas Jefferson,0,0,3,3
Togo,0,0,3,3
Tom Perez,0,1,0,3
tres años,1,0,1,3
U.N. organization,0,1,0,3
Urban Development,0,0,2,3
Uttar Pradesh,0,0,1,3
Vicqui Lee,0,0,1,3
Vyvyan Evans,0,0,1,3
Wade Payson-Denney,0,0,3,3
Walter Russell Mead,0,1,0,3
"Walterboro, South Carolina",1,0,1,3
Wapiti School,0,0,1,3
West Africa,1,0,1,3
White House Oval Office,0,0,3,3
William Lynch,0,1,0,3
Wolf Blitzer,0,2,1,3
Yankees,0,2,0,3
Yongbyon,3,0,0,3
Zarit,1,1,0,3
Zukin,0,0,1,3
Adidas,0,0,1,3
Alain Lejeune,0,1,0,3
Anderson Cooper 360,0,3,0,3
Andromachi Athanasopoulou,0,1,0,3
Arunima Sinha,0,0,1,3
Avril Wu,1,0,0,3
"Baa Atoll, Maldives",1,0,0,3
Barbara McClintock,0,1,0,3
Barbara Rosini,0,0,1,3
Befrienders Worldwide,0,3,0,3
"Belmont Park, New York",0,0,1,3
Bentley,0,1,0,3
Bogotá,1,0,0,3
Bonhams,1,0,0,3
BuzzFeed News,0,1,0,3
Chief Justice,3,0,0,3
Chien-Shiung Wu,0,1,0,3
Christopher Nolan,1,0,0,3
Chubb,0,0,1,3
Compassion & Choices,0,1,0,3
Consejo de Ministras y Ministros,0,1,0,3
Conway,1,0,0,3
Corey Stewart,1,0,0,3
Curiosity Mars,1,0,0,3
Cut It,0,0,1,3
Dan DeLoach,1,0,0,3
David McQueen,0,1,0,3
David Scott Holloway,0,0,1,3
David Solomon,0,0,2,3
Democratic Congressional Campaign Committee,0,0,2,3
Donna Raney,1,0,0,3
Dwight Clark,1,0,0,3
Elsie Widdowson,0,0,1,3
Faith Karimi,2,1,0,3
first six months,0,1,2,3
Five years,0,0,2,3
Four Seasons Landaa Giraavaru,0,1,0,3
Freedom Caucus,1,0,0,3
Freedom of Information Act,0,0,1,3
Gaza Responding,1,0,0,3
GoFundMe,0,1,1,3
Grace Murray Hopper,0,1,0,3
GTO,0,1,0,3
Haagen-Dazs,0,1,0,3
Harry Anderson,1,0,0,3
Heather Byrne,1,0,0,3
Henry Harteveldt,0,0,1,3
House Judiciary Committee,2,0,0,3
I.Sat,1,0,0,3
Icilma Cornelius,1,0,0,3
Inés Zorreguieta,1,0,0,3
International Association for Suicide Prevention,0,3,0,3
International Organization for Migration,1,0,0,3
Ivan Cabrera,3,0,0,3
Ivana Kottasová,2,1,0,3
Jack) Lew,1,0,0,3
James Gleeson,0,0,1,3
Janice Forse,1,0,0,3
Jarrett Blanc,1,0,0,3
Jenny Zenner,0,1,0,3
Jim Kauahikaua,0,0,2,3
Joe Manchin,0,0,1,3
Jonathan Hafetz,1,0,0,3
Joseph S. Bermudez Jr.,0,1,0,3
Josh Harris,0,0,1,3
Junko Tabei,0,0,1,3
"Kabul, Afghanistan",0,0,1,3
Kapoho,1,0,1,3
Kapoho Bay,1,0,0,3
Keith Jackson,1,0,0,3
Kelly Sadler,0,1,0,3
Kim family,1,0,0,3
Korean Peninsula,0,3,0,3
Kyle Plotkin,1,0,0,3
Kyoto,1,1,1,3
"Lagos, Nigeria",1,0,1,3
Latoyah Rideau,1,0,0,3
LEE,1,1,1,3
LGBTQ Victory Fund,0,1,0,3
Los Lotes,0,0,1,3
Máxima de Holanda,0,0,2,3
Memento,1,0,0,3
Michelle Kosinski,0,1,2,3
MTN,1,0,0,3
Mueller,2,0,0,3
Néstor Humberto Martínez,0,0,1,3
National Suicide Prevention Lifeline,0,3,0,3
Navigation Camera,0,0,1,3
Nepalese,0,0,1,3
New Yorker,0,2,1,3
بلاك توميتو,1,0,0,3
أحمد خالد موسى,0,1,0,3
الإماراتي,0,1,1,3
الاماراتي,0,1,0,3
الصدر,1,0,0,3
الصليب الأحمر,1,0,0,3
السورية,0,0,1,3
المهندس,2,1,0,3
الياباني,1,0,0,3
عبد الفتاح السيسي,0,1,0,3
تايم,0,1,0,3
octubre de 2019,1,0,0,3
Ouagadougou,0,0,1,3
Pedro Sánchez,0,1,0,3
Peter O'Rourke,0,0,1,3
Philadelphia 76ers,1,0,0,3
Port Arthur,1,0,0,3
Quinnipiac University poll,1,1,0,3
Recorded Future,0,0,1,3
Rob Porter,1,0,0,3
Rob Vito,1,0,0,3
Rohingya,2,0,0,3
Royal Academy,0,0,1,3
Ryan Costello,1,0,0,3
Samsung,1,1,1,3
Semar,1,0,0,3
Senate Select Committee on Intelligence,1,1,0,3
Square,0,0,1,3
Sri Lanka,0,0,3,3
Steve Almasy,2,0,1,3
Tarmac Aerosave,0,0,1,3
Ted Allen,3,0,0,3
Tencent,0,1,1,3
The Oprah Winfrey Show,0,0,1,3
Tisza,1,0,0,3
TNT Sports,0,1,1,3
Trabant,0,1,0,3
Trump-Kim,1,1,0,3
TruTV,1,0,0,3
Tu-144,1,0,0,3
Turner Latin America,0,0,1,3
ولي عهد,2,1,0,3
فتحي عبد الوهاب,1,0,0,3
Under Armour,1,0,0,3
United Nations Office on Drugs and Crime,0,1,0,3
US intelligence community,2,1,0,3
US military,1,1,1,3
يومين,1,2,0,3
Verne Troyer,1,0,0,3
Veronica Stracqualursi,0,0,3,3
Villavicencio,0,1,0,3
WSJ,0,1,0,3
Xiaomi,1,0,1,3
Yasumasa Kuroda,1,0,0,3
Haider al-Abadi,2,0,1,3
Al Ittihad,0,1,0,3
second year,2,0,0,3
Emirati,0,1,2,3
Napoleon Bonaparte,1,0,0,3
Reza Shafiee,1,0,0,3
Kurdistan,1,1,1,3
al-Shabab,1,0,0,3
Crown Prince Sheikh,0,0,3,3
Sawsan Abu Farha,0,1,0,3
OFAC,0,0,1,3
$70 billion,0,0,1,3
KSA,0,1,2,3
Sep-11,1,0,0,3
Saif al-Adel,0,1,0,3
Twiter,0,0,1,3
Saudi Gazette,0,0,1,3
Manbij Military Council,0,0,1,3
United Nations World Tourism Organization,1,0,0,3
GULF,0,0,2,3
Minister of State,0,0,3,3
Hani Mulki,0,0,2,3
Mohamed A. Ramady,0,1,0,3
Israeli troops,1,0,0,3
Assad government,1,0,0,3
Rome Statute of the International Criminal Court,1,0,0,3
Taiz,0,1,1,3
Lahore High Court,1,0,0,3
US military’s,1,0,0,3
Emirati Coordination Council,0,0,2,3
Saada,1,0,0,3
Bahraini,1,1,1,3
Crown Prince,1,0,2,3
Cindy Crawford,0,1,0,3
Saud al-Mojeb,0,0,1,3
Basra,1,0,0,3
Mohammed bin Salman,0,2,1,3
New York Stock Exchange,1,1,0,3
Ali Al-Amin,1,0,0,3
Iraqi Kurdistan,1,0,0,3
St. Regis Hotel,1,1,0,3
Mail on Sunday,0,1,0,3
Arabian Peninsula,0,1,0,3
Ismaeel Naar Al Arabiya,0,1,0,3
AED,0,0,1,3
Sheza Khalid,0,0,1,3
Ali Ali Ali,1,0,0,3
Khalid Al Rumaihi,0,0,1,3
Tayyip Erdogan,0,0,1,3
Mohammed Al Shaikh,1,0,0,3
Tayseer al-Mefrij,0,0,1,3
Antonio Guterres,0,1,0,3
Eastern Ghouta,0,0,1,3
"Tuesday, 12 June 2018",0,0,3,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
